PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
5015,328836.226,1961498.647,17.73406623,-64.61427027,-42.075, ,1.170
5016,328836.194,1961498.053,17.73406086,-64.61427052,-42.066, ,1.140
5017,328836.115,1961497.533,17.73405616,-64.61427122,-42.128, ,1.170
5018,328835.858,1961496.763,17.73404918,-64.61427358,-42.178, ,1.090
5019,328835.638,1961495.904,17.73404140,-64.61427559,-42.090, ,1.060
5020,328835.047,1961494.925,17.73403251,-64.61428108,-42.104, ,1.030
5021,328834.466,1961494.411,17.73402782,-64.61428652,-42.155, ,1.020
5022,328833.479,1961493.706,17.73402137,-64.61429577,-42.087, ,1.080
5023,328832.546,1961493.218,17.73401689,-64.61430452,-42.091, ,1.050
5024,328831.587,1961492.682,17.73401198,-64.61431352,-42.144, ,1.060
5025,328830.615,1961492.047,17.73400616,-64.61432263,-42.129, ,1.030
5026,328829.595,1961491.615,17.73400218,-64.61433222,-42.182, ,0.970
5027,328828.402,1961491.252,17.73399881,-64.61434344,-42.129, ,0.990
5028,328827.357,1961490.783,17.73399449,-64.61435325,-42.120, ,0.900
5029,328826.286,1961490.488,17.73399174,-64.61436332,-42.162, ,0.920
5030,328825.030,1961490.257,17.73398956,-64.61437515,-42.163, ,0.970
5031,328823.812,1961489.965,17.73398682,-64.61438661,-42.155, ,0.860
5032,328822.465,1961489.386,17.73398149,-64.61439926,-42.103, ,0.800
